mf_inputs,mf_output,lb_rmse,score,coverage_topK,rules_to_target,coverage_at_target,cum_cov_all
"(6, 3, 6, 7)",8.0,0.0,221.6000982011768,97.38167170191342,32.0,78.54984894259817,97.38167170191342
,,,-1e+18,,,,
"(3, 3, 5, 5)",3.0,0.0,200.40806846811603,99.19436052366565,20.0,78.14702920443102,99.19436052366565
"(4, 6, 6, 4)",7.0,0.0,226.9692349855023,98.28801611278952,28.0,79.05337361530717,98.28801611278952
"(4, 9, 9, 5)",7.0,0.0,231.86959932288786,95.97180261832827,59.0,78.4491440080564,95.97180261832827
"(7, 7, 5, 9)",5.0,0.0,229.6926907837942,95.36757301107764,59.0,78.44914400805644,95.36757301107764
"(6, 5, 4, 5)",9.0,0.0,209.65945516618913,97.68378650553876,28.0,79.05337361530714,97.68378650553876
"(8, 4, 4, 5)",9.0,0.0,208.81128023319312,97.9859013091641,32.0,78.54984894259815,97.9859013091641
"(9, 4, 9, 9)",6.0,0.0,227.17489250210275,93.65558912386717,73.0,78.04632426988925,93.65558912386717
"(5, 8, 9, 6)",7.0,0.0,232.06128036472717,95.97180261832838,62.0,78.54984894259823,95.97180261832838
"(4, 5, 8, 9)",7.0,0.0,228.145494348604,95.97180261832835,52.0,78.04632426988924,95.97180261832835
"(4, 4, 8, 6)",4.0,0.0,226.34465884903966,97.38167170191343,35.0,78.04632426988923,97.38167170191343
"(7, 8, 7, 9)",6.0,0.0,230.05383825768092,93.85699899295074,71.0,78.34843907351467,93.85699899295074
"(7, 7, 9, 6)",5.0,0.0,230.61676275819673,94.86404833836865,66.0,78.34843907351464,94.86404833836865
"(5, 4, 5, 5)",6.0,0.0,214.2558962497301,98.38872104733139,28.0,78.14702920443105,98.38872104733139
"(9, 3, 4, 6)",7.0,0.0,205.10284578399612,97.07955689828808,34.0,78.54984894259819,97.07955689828808
"(7, 4, 4, 8)",4.0,0.0,217.7804417274671,96.87814702920448,37.0,78.14702920443102,96.87814702920448
"(8, 5, 3, 6)",9.0,0.0,226.7967907753915,97.68378650553878,34.0,78.85196374622356,97.68378650553878
"(5, 5, 5, 7)",6.0,0.0,228.05722420851612,97.18026183282988,39.0,78.5498489425982,97.18026183282988
"(8, 6, 5, 8)",7.0,0.0,227.18871450367402,95.36757301107754,52.0,78.3484390735146,95.36757301107754
